#;;;;;;;;;;;;;
REMOVE_EVTDESC10000;혁명의 바람이 불고있다. 폭풍이 벌써 지평선에 보인다. 자유주의에 대한 열정이 $COUNTRYNAME$에 분다.;Un vent de r?olution souffle, la temp?e menace ?l'horizon. Une ferveur de lib?alisme balaie $COUNTRYNAME$.;Ein Wind der Revolution weht, und der Sturm ist am Horizont. Eine Welle des Liberalismus schwappt ?er $COUNTRYNAME$.;;;;;;;;;;;x
REMOVE_EVTOPTA10000;당신은 바람이 어디서 부는지 알려주는 기상안내원이 필요없다.;Vous n'avez besoin d'aucun m??rologue pour savoir dans quelle direction souffle le vent.;Man braucht keinen Wetterfrosch, um zu wissen, woher der Wind bl?t.;;;;;;;;;;;x
EVTNAME10100;$YEAR$년 역병;;;;;;;;;;;;;
EVTDESC10100;감자역병균이 창궐하는 바람에 $PROVINCENAME$에서 엄청난 역병이 발생했습니다. 그 지역의 빈민들은 먹을 것을 구하러 헤매고 있으며, 다른 지역으로 이주하기도 합니다. 또한 이는 지역의 빵 수급에도 지대한 영향을 끼치고 있습니다.;;;;;;;;;;;;;
EVTOPTA10100;케이크를 먹여라!;;;;;;;;;;;;;
EVTOPTB10100;지역 농부들을 구제하는데 노력을 아끼지 마라.;;;;;;;;;;;;;
REMOVE_EVTNAME10105;마름병이 끝나다!;Fini le mildiou !;Ende der Kartoffelf?le!;;;;;;;;;;;x
REMOVE_EVTDESC10105;이번해 봄에는 $PROVINCENAME$에서 작물이 제대로 자라났다. $PROVINCENAME$에서의 감자마름병이 마침내 끝났다!;Les r?oltes de $PROVINCENAME$ sont saines ce printemps. Le mildiou de la pomme de terre qui ravageait $PROVINCENAME$ est enfin termin?;Unsere Ernten waren diesen Fr?ling in $PROVINCENAME$ sehr erfolgreich. Die Kartoffelf?le in $PROVINCENAME$ ist endlich vor?er.;;;;;;;;;;;x
REMOVE_EVTOPTA10105;신께 감사드려라.;Oh, Dieu soit lou?!;Lobet den Herrn!;;;;;;;;;;;x
REMOVE_EVTNAME10110;$PROVINCENAME$의 감시병;Manifestations en $PROVINCENAME$;Die Wacht in $PROVINCENAME$;;;;;;;;;;;x
REMOVE_EVTDESC10110;Fast and true stands the guard in $PROVINCENAME$, at least if a local poet is to be believed. A poetical pamphlet decrying the state of our nation has inflamed feelings in one of our states. All around $PROVINCENAME$ cries for national unity can be heard, as liberals take to the streets protesting the old order, and calling for national unification with our cultural brethren in other countries.;;Fest und treu steht die Wacht in $PROVINCENAME$, zumindest wenn man einem lokalen Dichter Glauben schenken darf. Ein poetisches Pamphlet, das den Zustand unserer Nation beklagt, hat die Gem?er in einem unserer Staaten in Wallung gebracht. In ganz $PROVINCENAME$ werden Rufe nach nationaler Einheit laut. Die Liberalen gehen auf die Stra?, um die alte Ordnung zu verdammen, und rufen nach nationaler Einigung mit unseren Kulturbr?ern in anderen L?dern.;;;;;;;;;;;x
REMOVE_EVTOPTA10110;짜증나는 혁명가들.;Maudits r?olutionnaires.;Verfluchte Revolution?e.;;;;;;;;;;;x
EVTNAME10120;$PROVINCENAME$ 소식통;;;;;;;;;;;;;
EVTDESC10120;새로운 소식통이 $PROVINCENAME$에서 발간을 시작했습니다. $PROVINCENAME$신문은 정치적인 논평, 문학 비평, 지역 소식 등등을 전달하면서 빠르게 자유주의적 신문으로 발전했습니다.;;;;;;;;;;;;;
EVTOPTA10120;내가 사망기사에 실리지는 않았으면 좋겠군.;;;;;;;;;;;;;
EVTNAME10130;차티스트 모임;;;;;;;;;;;;;
EVTDESC10130;$PROVINCENAME$에서 선거권의 확대를 요구하는 차티스트 모임이 등장했습니다.;;;;;;;;;;;;;
EVTOPTA10130;아 이런.;;;;;;;;;;;;;
EVTNAME10140;비밀 모임;;;;;;;;;;;;;
EVTDESC10140;자유주의 조직이 $PROVINCENAME$에서 관심을 끌기 시작했습니다. 아무도 확실하게 알지 못하는 사이에 자유주의적 선전이 갑작스레 호전된 근본적인 원인이 집권여당의 박해를 받고 있는 최근 설립된 비밀결사 때문이라는 소문이 있습니다. 장미십자회원이든 일루미나티이든 간에, 이러한 비밀결사원들은 $PROVINCENAME$에 자유주의 사상을 퍼트릴 것입니다.;;;;;;;;;;;;;
EVTOPTA10140;...아마도 그들이 우리에게 이런 생각을 가지길 원하나?;;;;;;;;;;;;;
EVTNAME10150;러다이트 운동.;;;;;;;;;;;;;
EVTDESC10150;공장에서 뿜어져나오는 스모그가 암회색 하늘에 진한 붉은색으로 낮게 드리워져 있습니다. 도시의 깊은 곳, 산업용 기계의 가장 깊은 곳에서 배수구와 굴뚝을 배경으로 메아리치는 군중들의 외침과 고함소리가 들립니다. 열악한 근무환경에 격분한 이들이 거리에 나와 기계가 없던 잃어버린 옛날로 돌아가자고 외칩니다.;;;;;;;;;;;;;
EVTOPTA10150;병사들을 보낸다.;;;;;;;;;;;;;
EVTOPTB10150;정책을 바꾸는 시늉만 한다.;;;;;;;;;;;;;
EVTNAME10160;연회 운동;;;;;;;;;;;;;
EVTDESC10160;악행은 물과 같아 법의 강권이라는 댐에 갇히더라도 온갖 틈새를 통해 흘러나갑니다. 공공집회 금지조치 이후 국내 자유주의자들이 연회를 개최하기 시작했습니다. 겉보기에는 별 목적 없는 친구들간의 모임, 축하회, 잔치의 아무도 감히 입에 담을 수 없는 상식적인 비밀은 이런 연회가 사실 합법이라는 얇은 겉치체로 위장한 정치적 모임이라는 것입니다.;;;;;;;;;;;;;
EVTOPTA10160;이제는 그들을 찍어눌러서 없애야겠군.;;;;;;;;;;;;;
EVTOPTB10160;내버려둔다.;;;;;;;;;;;;;
EVTNAME10170;자유주의자들의 설교 확산;;;;;;;;;;;;;
EVTDESC10170;요즘 설교자들은 전염성 질병을 옮기는 쥐처럼 국경을 넘어 앞뒤로 쉽게 넘나듭니다. 자유주의자의 선동이 인접한 지역에서 $PROVINCENAME$(으)로 퍼지는 등 $STATENAME$ 전역을 위협하고 있습니다. 어쩌면 이곳에 군대를 파견해야 할지도 모릅니다.;;;;;;;;;;;;;
EVTOPTA10170;생각해볼 문제다.;;;;;;;;;;;;;
EVTNAME10180;반자코뱅 삐라;;;;;;;;;;;;;
EVTDESC10180;'혁명군들이 긴 기간동안 모습을 이뤄온 유럽의 질서를 어지럽히고 있기에, 이에 대한 불만 표출만이 우리의 성스러운 임무입니다. 아무것도 쥔게 없으면서 신성모독만 들겨하는 자코뱅 놈들은 가짜 이념을 퍼뜨리는 사기꾼입니다. 로베스피에르가 프랑스에 가져온 테러와 극단주의가 $COUNTRY$에 위험이 되고 있습니다.'\n\n자유주의자들이 군대를 조직하고 이들이 형성한 불안이 $COUNTRY$ 전역에 퍼지자, 보수주의 지식인들은 반자코뱅 삐라를 만들어 뿌렸습니다.;;;;;;;;;;;;;
EVTOPTA10180;재밌군.;;;;;;;;;;;;;
EVTNAME10190;불같은 설교.;;;;;;;;;;;;;
EVTDESC10190;'혁명의 원인을 주장하는 사람들이 전능하신 하나님의 모든 감정의 이유과 그 설계에 반대한다는 것을 알게 하라.' 하나님께서는 지혜로 땅 위에 왕국을 세우시고, 그들을 다스리실 왕을 세우셨노라.'\n\n$PROVINCENAME$에서 한 설교자가 자유주의적인 조직을 비난하는 열띤 설교를 벌였습니다.;;;;;;;;;;;;;
EVTOPTA10190;맞는 말이군!;;;;;;;;;;;;;
EVTNAME10200;자유주의자들의 반란;;;;;;;;;;;;;
EVTDESC10200;'윗대가리들에게 죽음을!' 한 쉰 목소리가 울려퍼졌습니다. $PROVINCENAME$의 거리에는 활기가 넘쳤습니다. 지역적 불의, 또는 그 불의에 대한 인식이 더러운 대중들을 거리로 나오도록 자극했습니다. 어쩌면 이외의 지역으로도 퍼질 위험이 있습니다. 아직 반란의 규모가 작은데다 앞으로의 진로도 확정되지 않았으니 관용을 통해 피할 수도 있겠지만, 본보기를 보이려면 단호하게 행동하는 것이 최선입니다.;;;;;;;;;;;;;
EVTOPTA10200;병사들을 보내라.;;;;;;;;;;;;;
EVTOPTB10200;반군 수장과 협상을 시도한다.;;;;;;;;;;;;;
EVTNAME10210;자코뱅 반란.;;;;;;;;;;;;;
EVTDESC10210;$PROVINCENAME$에서의 반란으로 인해 혁명의 불길이 치솟았습니다. 이들은 자유를 부르짖으며, 정의와 평등의 실현을 염원하고 있습니다.;;;;;;;;;;;;;
EVTOPTA10210;젠장!;;;;;;;;;;;;;
EVTNAME10220;소요 축소;;;;;;;;;;;;;
EVTDESC10220;'메마른 땅에 내리는 빗소리에 귀청이 떨어질 것 같다. 누더기 책자가 거지들에게 떨어졌다. 그리고 이는 $PROVINCENAME$에서 최근까지 자유주의자들의 주장이 얼마나 강력하게 작용했는지 보여주는 일례다.'\n책자에 묘사된 사람은 상퀼로트로, 프랑스 혁명의 의인화라고 볼 수 있습니다. 책자에는 '$COUNTRY$의 자유, 평등, 우애'라는 문구가 적혀있습니다.  이 책자들은 빗물에 쓸려나가 하수구로 향하고 있습니다.;;;;;;;;;;;;;
EVTOPTA10220;좋군.;;;;;;;;;;;;;
EVTNAME10050;혁명 종료;;;;;;;;;;;;;
EVTDESC10050;와해되고, 체포되고, 바리케이드 저편으로 던져진 자유주의자들은 더이상 국가에 영향을 끼치지 못합니다. 역사에 이 사건은 $YEAR$년의 $COUNTRY$ 자유주의 혁명으로 기록에 남겠으나, 다 과거의 일이 될 것입니다. 우리는 이 폭풍의 시기를 잘 견뎌냈습니다.;;;;;;;;;;;;;
EVTOPTA10050;잘 진압했군.;;;;;;;;;;;;;
EVTNAME10230;콜레라!;;;;;;;;;;;;;
EVTDESC10230;콜레라의 증상은 설사의 모습을 지닌 어마어마한 병균으로 가득찬 액체를 엄청나게 배출하는 것입니다. 몇몇 예를 보면 이 병은 첫 증상 이후 며칠 안에 죽습니다. 이는 인류가 아는 병 가운데 가장 빠르게 사망에 다다르는 병입니다. 오늘 한 지역에서 이 병의 증상이 나타났다는 보고가 들어왔습니다.;;;;;;;;;;;;;
EVTOPTA10230;그 지역을 격리조치한다.;;;;;;;;;;;;;
EVTOPTB10230;나빠져봐야 얼마나 나빠지겠는가? 내버려둔다.;;;;;;;;;;;;;
EVTNAME10240;콜레라 확산!;;;;;;;;;;;;;
EVTDESC10240;1분전에 건강하게 걷고 있던 남자가 갑자기 배를 움켜쥔고 집 밖으로 뛰쳐나간다. 여기에는 단 하나의 설명만 들을 수 있다.;Une minute plus t?, il marchait et parlait normalement, et le voil?maintenant qui se pr?ipite vers les lieux d'aisance en se tenant le ventre. Il n'y a qu'une seule explication.;Erst scheint er ganz normal, und in der n?hsten Minute h?t er sich den Bauch und rennt in Richtung des Stilles ?tchen. Es gibt nur eine Erkl?ung.;;;;;;;;;;;x
EVTOPTA10240;전날 밤 죽어라 술을 마셔서?;;;;;;;;;;;;;
EVTNAME10250;자유주의자들의 콜레라 이용;;;;;;;;;;;;;
EVTDESC10250;'우리 인부들과 농부들은 그저 죽는 것만이 미덕인가? 그들은 불타기도 쉬운 불결한 집에 살고 있다! $COUNTRY$ 국민들에 대한 인식, 비위생적인 환경. 이렇게 사는 이들은 엄청나다. 이를 보면서도 $PROVINCENAME$에서 콜레라가 발생했다는 사실이 그저 놀라운 뿐인가?'\n\n자유주의자들이 $PROVINCENAME$ 콜레라 발병을 정치적 목적으로서 정부 공격에 이용하고 있습니다.;;;;;;;;;;;;;
EVTOPTA10250;무시한다.;;;;;;;;;;;;;
EVTOPTB10250;기회주의자들을 체포하라!;;;;;;;;;;;;;
REMOVE_EVTNAME11100;$CULTURE_GROUP_UNION$의 만세삼창!;Pour $CULTURE_GROUP_UNION$, hip hip hip, hourra !;Ein dreifaches Hurra auf die $CULTURE_GROUP_UNION$!;;;;;;;;;;;x
REMOVE_EVTDESC11100;$COUNTRY$주변에서, 승리감에 넘치는 군중들이 $FROMCOUNTRY$에서 들려온  that $FROMRULER$가 $CULTURE_GROUP_UNION$를 모두 해방했다는 소식에 $CULTURE_GROUP_UNION$깃발을 흔들며 거기를 배회하고 있다.\n\n'너무 오랫동안, 우리는 외국의 힘이 우리 국가의 메커니즘에 손쓰는것에 대해 방관해왔다. 그러나 오늘 이곳 -- 고대때부터 우리의 집이었던 -- 이 땅을 완벽한 연합으로 결합시키는데 성공했다. $CULTURE_GROUP_UNION$을 위해 만세삼창을 하라!'\n\n이러한 변화에 저항하는 것들은 목적을 이루기 불가능할것이다!;;?erall in $COUNTRY$ ziehen jubilierende Mengen, die die Flagge von $CULTURE_GROUP_UNION$ schwingen, durch die Stra?n, als uns die Kunde aus $FROMCOUNTRY$ erreicht, dass $FROMRULER$ sich zum Befreier aller $CULTURE_GROUP_UNION$ erkl?t hat.\n\n'Viel zu lange haben wir der Maschinerie und den Verschw?ungen fremder M?hte erlaubt, den Kurs unserer Nation zu setzen. Heute und ein f? alle Mal -- hier, in unserer traditionellen Heimat -- formen wir die Bande einer perfekteren Union. Ein dreifaches Hurra auf die $CULTURE_GROUP_UNION$!'\n\nEs wird so gut wie unm?lich werden, den Winden der Ver?derung zu widerstehen.;;;;;;;;;;;x
REMOVE_EVTOPTA11100;만세!;Hourra !;Hurra!;;;;;;;;;;;x
REMOVE_EVTOPTB11100;내 조상의 권리는 뭘까?;Et mes droits ancestraux ?;Was ist mit meinen angeborenen Rechten?;;;;;;;;;;;x
EVTNAME12000;탄광사고!;;;;;;;;;;;;;
EVTDESC12000;구덩이에서 검은 연기가 쏟아져 나오더니 급기야 지독한 악취마저 풍깁니다. 강렬하게 살타는 냄새도 납니다. $YEAR$년에 일어난 대폭발로 인해 탄광에 남아있는 물건들을 옮기려는 사람들의 발길이 분주해졌습니다. 부주의로 인해 튄 불꽃이 석탄 혹은 메탄가스로 향했고, 그렇게 지옥불의 향연이 시작됐습니다.;;;;;;;;;;;;;
EVTOPTA12000;지역 관리를 비난한다.;;;;;;;;;;;;;
EVTOPTB12000;부주의한 노동자들 같으니!;;;;;;;;;;;;;
EVTNAME12010;$YEAR$년 탄광위원회;;;;;;;;;;;;;
EVTDESC12010;'위원회의 일반적인 결과는 이것이다. 국내 탄광의 노동환경은 아주 기본적인 안전도 갖추지 않았다. 탄광일은 정말 위험한 일에 속함에도 수많은 청소년 인부들에게 의존한다. 게다가...'\n\n$YEAR$년의 탄광위원회의 최종결과 보고서에서 국내 탄광의 노동환경에 대해 아주 냉혹한 평가를 내렸습니다.;;;;;;;;;;;;;
EVTOPTA12010;개혁을 향해.;;;;;;;;;;;;;
EVTOPTB12010;현재 정책을 고수하고 개혁에 반대한다.;;;;;;;;;;;;;
EVTNAME12020;$COUNTRY$에서 온 소녀;;;;;;;;;;;;;
EVTDESC12020;'가득 짊어진 석탄이 연약하고 여러 해 동안 탄갱에서 고된 노동으로 인해 마모된 그녀의 몸을 무겁게 짓누른 것이 틀림없습니다. 소녀의 발은 더이상 몸을 움직일 수 없었습니다. 수없이 깊은 갱도가 위치한 어둠 속으로, 소녀는 미끄러져 떨어졌습니다.'\n한 어린 소녀가 우리 지역에서 탄광 사고로 목숨을 잃었고, 이 사건의 특별한 비극은 전국적인 관심을 받았습니다.;;;;;;;;;;;;;
EVTOPTA12020;안타깝다.;;;;;;;;;;;;;
EVTNAME12030;생산 부족;;;;;;;;;;;;;
EVTDESC12030;한 군수 공장이 지난 3개월 동안 심각한 생산 부족 사태를 겪었는데, 투자자들과 국내 산업계 거물들에게의 약영향을 우려해 외부에 공표하지는 않았습니다. 공장의 손실을 국가비축품으로 메운다면 지역 일자리를 구할 수 있습니다.;;;;;;;;;;;;;
EVTOPTA12030;국가비축품을 방출해 부족한 분량을 메운다.;;;;;;;;;;;;;
EVTOPTB12030;공장에 부족분을 보충하기 위한 초과근무를 제안한다.;;;;;;;;;;;;;
EVTNAME12040;공장의 악취!;;;;;;;;;;;;;
EVTDESC12040;$PROVINCENAME$ 주민들이 비료 공장에서 풍기는 악취에 불만을 토로하고 있습니다. 이 지역에 교부된 보상금의 액수를 생각하면, 이 냄새는 장미의 향기라고 말해도 좋을 정도입이니다. 그러나 최근 주민들의 코는 악취에 대한 보상금의 손익 균형이 맞지 않다고 느낀 것 같습니다. 악취를 줄이기 위해 제조공정을 개선을 명시한 조례를 제정할 수 있습니다. 그러나 이 경우 그 지역의 산업유지들의 악평을 들을 것입니다.;;;;;;;;;;;;;
EVTOPTA12040;슬프게도 비료 없이는 작물을 충분히 수확할 수 없다;;;;;;;;;;;;;
EVTOPTB12040;조례를 통한 규제를 검토한다.;;;;;;;;;;;;;
EVTNAME12050;차 검문소 강도;;;;;;;;;;;;;
EVTDESC12050;$PROVINCENAME$ 차 생산지에 있는 차 검문소가 무장 폭도들의 습격을 받았습니다. 일부 지역 주민들은 배급업자들과 소매업자들의 독촉을 받던 가혹한 시간이 지방 농부들을 자극했을지도 모른다고 추측하고 있습니다. 원인이 무엇이든 이 상황을 해결해야 합니다.;;;;;;;;;;;;;
EVTOPTA12050;어쩔 수 없다.;;;;;;;;;;;;;
EVTOPTB12050;현지 농민들을 체포한다.;;;;;;;;;;;;;
EVTOPTC12050;현지 관리에게 책임을 뭍는다;;;;;;;;;;;x
EVTNAME12060;배고픈 병사들의 배식;;;;;;;;;;;;;
EVTDESC12060;전쟁이 한창일 때는 '$PROVINCENAME$ 통조림과 방부제' 생산 라인에서 굴러떨어지는 모든 깡통이 무기만큼이나 중요합니다. 통조림은 우리 병사들 사이에서 인기가 많아서, 총참모부가 공장에 대규모 주문을 의뢰했습니다.;;;;;;;;;;;;;
EVTOPTA12060;양식을 비축한다.;;;;;;;;;;;;;
EVTOPTB12060;민간에 방출해 불만을 완화한다;;;;;;;;;;;;;
EVTNAME12070;오래된 통조림;;;;;;;;;;;;;
EVTDESC12070;병참 장교가 $PROVINCENAME$의 보급품 창고에서 오래된 통조림을 발견한 사실을 보고했습니다. 생산한지 수년이 지난 것 같지만, 먹을 수는 있을 것입니다. 이 통조림 15톤에 대해 어떤 결정을 내려야 할까요?;;;;;;;;;;;;;
EVTOPTA12070;...원래 '소비기한'은 언제지?;;;;;;;;;;;;;
EVTOPTB12070;빈민들에게 분배한다.;;;;;;;;;;;;;
EVTNAME12080;소의 유행열;;;;;;;;;;;;;
EVTDESC12080;$PROVINCENAME에서 소들이 이상한 고열증상을 겪다가 집단으로 사망했다는 보고가 연이어 들어오고 있습니다. 지역의 수의사들은 이 질병의 확산을 막기 위해 보고가 들어왔던 지역들을 샅샅이 뒤지고 있습니다. 질병 자체는 언젠가 사라지겠지만, 수백명의 알거지가 된 농부들과 그 가족에 대한 보상 문제에도 관심을 쏟아야 합니다.;;;;;;;;;;;;;
